Title,Company,Location,SalaryFit Score,Response Probability,Missing Skills,Verdict,URL
Sales Manager,Global Blue,"Vienna, Austria (Remote)",,5,2,5+ years sales leadership experience | Business development in payments/fintech | Retail technology industry knowledge | CRM proficiency | Sales negotiation with large merchants | Team building and management | Commercial acumen | Bachelor's in Business/Economics/Finance | Understanding of European retail payments ecosystem,Do not apply - this is a complete career mismatch requiring 5+ years of sales leadership experience that the candidate completely lacks.,https://www.linkedin.com/jobs/view/4389566228/?eBP=CwEAAAGdIPWSJR2gLTVFDUOG_2QI2nxCI7iZpkxntbwENYZUjJ7B6pLag-wyf58mej6kxDitbdtJIpp4qAvVmtZFLjgairpV7-Zyx55XwrjOJHzJtR8H1_4wtHxfuPXm8nAFeCTDU8lkRWVnsOTKQHMbms1UtFvnKUJkhBRwqFhYNpK1UHJolZl7nQXjLtwqtrUN-HBB3nrHVQjYjrgIFomzm2SFLwro3VoObnra1ifWvaSotkZY_d6Q8ZWyRc99VmJk7xvWlslJTZdIs8tHYjAXwsYvjvICDfgk4xipxww1yC7UJ3dBIhyhhfLi-_AHRQMEVyGCpVjEoAoQg4vmbkTPsXs6txt_dCsw1dACo_G3E9Kww55l3r4OXwsdR2z4inJO8Uo02M_868uFr6j4hwaJ63eRvBS1ApCvxV1PeFMkmlscgbC1-wwk2drkobEB_3jOnEvi8erTy0tM1rl9MNwnFxvuPrrspYzB9pbhTA8TNuytDEEHa1Pex2Y8G_ceMprBEMK8uh5L3ClgMsHycl4T0Kd71DgIle9fChNb&refId=oNUnhzNOeI1VZlA2BXmS9w%3D%3D&trackingId=a3TidYWpOWl%2BercHt9PaYQ%3D%3D&trk=flagship3_search_srp_jobs
Full Stack ( Vue.js JavaScript framework),AlmavivA de Belgique,European Union (Remote),$80/hr - $90/hr,5,2,Vue.js | TypeScript | JavaScript | .NET Core/ASP.NET Core | HTML/CSS/SASS | REST API development | Microservices | OAUTH | AMQP | SQL Server | Unit testing | Frontend build configuration | npm,Do not apply - this is a complete career pivot requiring years of web development experience the candidate doesn't have.,https://www.linkedin.com/jobs/view/4388055858/?eBP=CwEAAAGdIPYl11ax4JqRw7FAO9XX1U-TuaxKVrTe9Q8ZfSasWjWpekGtboWTioH-BE_zAA8V6O-uGEpY-_FZXxLdpRXJKfsHJwlGlIRf07FugMVG_weUGDbMwPDcGFPGN8ks0ITBeS1AbK0C42IfaEWf8unQ5QZwN6RMa_xev4jNXoL0SbW1ENbOq7lfvb9zuVS-mFtefV04w8Oh2N2eiUUP-aZCROKYqfRhOr82kgbrH3R_CUjXyCUBj9_yGZiN-0Avw34w0KioCLdTo3HKnMucgyVmWQay-gYkxNIqzKLvRTVmR-1WwFLcaGsllmw9oMV9cLe1dStx4YZamF_tPaZ4ciaHHWDUni6TyY4_vfEhBkaens-b_V_RKJ8NhwTUNI62qpjav8NEUiINSvB_XS0dTF5xoW3HVoHeAHKR2Uf_rZrJFvd_EP7INNnJQjji3R-ujo3Kl-c4sjmkiIeOYS2QvTB7WG0ADU4ZJ4MBpROH4cvmLSmH-gMPzeKoQwsFeCa0Deb1FZtfcnayY21Ce0jHQx2aLt4rwKXSi4XXu_QwEA&refId=CnpCwGwvZBBMRqWMYcrweQ%3D%3D&trackingId=tr%2FogGKqk4T0zDFXsxqUaQ%3D%3D&trk=flagship3_search_srp_jobs
iOS Developer,Confidential Careers,EMEA (Remote),$150/hr - $150/hr,5,2,Swift programming | iOS SDK expertise | Native iOS development | Mobile architecture patterns | Apple Human Interface Guidelines | API integration in mobile context | Mobile app performance optimization,Do not apply - this is a complete skill mismatch with zero relevant iOS experience for a role requiring proven iOS development expertise.,https://www.linkedin.com/jobs/view/4389481941/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=F5I%2BlfsbdclekMXMUYe6cg%3D%3D&trackingId=VsSEZBA2YH24CQd5i7LqLA%3D%3D&trk=flagship3_search_srp_jobs
Rust Developer,Intec Select,European Union (Remote),$80/hr - $90/hr,5,2,Rust programming language | Low-latency systems development | Multithreading/concurrency | Networking protocols | Trading systems experience | High-performance computing,Do not apply - this is a complete skills mismatch requiring Rust expertise and systems programming experience that the candidate entirely lacks.,https://www.linkedin.com/jobs/view/4388408111/?eBP=CwEAAAGdIPaxlA_Nj914SIUmUcoU_MBKxFjfIoPJamaASxSsWgbmBGCdLMY5T8GkBC9bLh4Fr58l3qWz-SX3FduqoniWUB_UuuRt2IiS_AWVOVhAbZlRHocSBJSVNxnsA3v3FfQEI5GOGXPGTkHd8YDuEZ6TgUHFsSSLVzfE9qcNP4cux7Qhh0K90eQ-mppHfOH_2LlRu8uh0PZ0yZerHNt8kH1Cpwo2rHDOsNYAfSUUn1lJvwYiLGf7lWgrw7rbpDGcQ14TYEKHNhK_tAvpHvWHe0J29LgP0_c_X7658jnt6FkLqB5XsgzeS1jIj7KfS-6XkKKQsI2cntPzAQZtAq6uMPMrvcJCzSbbJcL5H9pNzLsW06i3mpo6NM2Ldb138IS4AINCCMDLPH46eKspTTPVZwjFIGlkEHqfeaU73GCQcIH9dBcQ2VoPX54GlO71d0XkveqzGQFdXYjuN6l1S8HPAk4g_7ul6ElOnKvcAPnZ3K_5v4h5-LAFyHSeZIGraFSL13mqGpna7GkvVhs334_zb45wtaNN_6R7QO70&refId=4c0mIDWpKViIZjdGpKazZQ%3D%3D&trackingId=n6nourbMxxsJ9Vxcjq47Pg%3D%3D&trk=flagship3_search_srp_jobs
Scala Developer,Pentasia,EMEA (Remote),💰 Salary: From €65k to €70k gross/year.,5,2,Scala programming | Elasticsearch | Kafka | Event Sourcing | Akka | Cassandra/NoSQL | GraphQL | GRPC | Play Framework | iGaming industry experience,"Do not apply - this is a complete skills mismatch requiring years of Scala development experience you don't have, plus mandatory iGaming industry experience.",https://www.linkedin.com/jobs/view/4389487649/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=4c0mIDWpKViIZjdGpKazZQ%3D%3D&trackingId=L7cYvNaFLmqUhF6zh4Z78A%3D%3D&trk=flagship3_search_srp_jobs
Lead Front-End Developer (Angular),Qualysoft,"Vienna, Vienna, Austria (Hybrid)",€520 - €560 a day,5,2,Angular 18+ | TypeScript | Frontend development | Jasmine/Karma testing | UI/UX design | Accessibility standards | Responsive web design | German fluency | Frontend leadership experience,Do not apply - this is a complete career pivot requiring 3-4 years of frontend development experience the candidate doesn't have.,https://www.linkedin.com/jobs/view/4389752428/?eBP=CwEAAAGdIPaxlBbHdt9eg9HkAIGRJYarneUGwy2ZZVV53WtqAiqgQbDHafqWxMJzCGq1TCqvaxRByWfzJplLlLMY_N77ypHKnBiP5BB0dDp74qN1GTxZTOiiYRgqow5nBiaLxbaACaOKW2sQDy6HmaxdPP9zzS4s564xg-aRvoaeNwkP3HNwI5b8omSCjHxXvboyiuTnO2tssINtFaQNIpN9pR_C4mhQlb_6NIUElWDD7_1n0sy1fBAqBdCt5QkrYzEdM6L1fJYxNuutY96AER1rdxTLZf12WigdUBA7aMBKpxIcBfrRmMmtU4cmf3pU61zmEPOhSrZ-II9232oqPaTaFC8x9m8hijm0du5R9_4oXEsXlJxlLJ5UkyBjXIuxs8cpLlUPCQVMTgk7T21x2iT02Ck5Nb-eueyWN7NsbNhojtnJJPCLWXMyu0BTG1znDkHj6fW4JdxT0lJKP_n_a9EtNs_RppePLFaDZf2NYYHvtZx9Ho5VhBha8t1ZDeKxoBo8ff6cjlX6CtVOo8EntvVM8e40QCjoXiv680zV&refId=4c0mIDWpKViIZjdGpKazZQ%3D%3D&trackingId=lXqVAYxBD2nF%2BwLVHn10rg%3D%3D&trk=flagship3_search_srp_jobs
European Regulatory Manager,Nufarm,European Economic Area (Remote),,5,2,5+ years EU PPP regulatory experience | Chemistry/Agronomy/Biology degree | EU regulatory framework expertise | Agrochemical industry experience | Project management in regulatory environment | Communication with regulatory authorities | Knowledge of plant protection products,Do not apply - this is a complete career field mismatch between ML/data science and agricultural regulatory compliance.,https://www.linkedin.com/jobs/view/4389539865/?eBP=BUDGET_EXHAUSTED_JOB&refId=b6f5hz2QfpvYnRtwSh5KZQ%3D%3D&trackingId=dRhpVW05IXGBWz3biyPEmg%3D%3D&trk=flagship3_search_srp_jobs
Account Executive Expert (f/m/d) Industry Accounts,SAP,"Innere Stadt, Vienna, Austria (Hybrid)",,5,2,Fluent German | 7+ years software sales experience | Manufacturing industry knowledge | Austrian industry network | Cloud/Outsourcing business experience | Account management experience | CxO level relationship building,Do not apply - this is a senior enterprise sales role requiring proven sales track record and industry connections that this technical candidate completely lacks.,https://www.linkedin.com/jobs/view/4389808293/?eBP=CwEAAAGdIPhUz8MSfIWY7qr_F2FKOtiE1QYcLnloBjUD5GOsgfD5t8WNzoS3Le2VH4SCJbERHN_cc_-XuIA1jfjSq-L5ou1POyA6rKO09KtRVy3sr1OVU9HeTQKY9BUdxiAGFvHgf-X11u-r5mkCB1fAeP-BOfguTNRpncDStaowkU_0K7ZmsiwKxF6Q3cssmV1sNGkX3hDAUERNOx1_wdE_Ph2UFJgltaju_68oRDrB0VaQxO6ET7LEetNALSZ_wj2C8dJhkB_rgqMiQLjmzXFUms4oJiR68hLxTBBI-CRO8_RFoF5oLKdG04uyQ5dV0q3R8O_GObhMY8vNNoaq7KwX6ZkM1UzIAv2HpdsvwFbgsR8BTfA4U5kZzv84fmJIyjDJyQjGszijnhR75h4vJP7GAmPnk8Zqcbf3_Ddfn-P7Olknn9BhE0eIliIGmZBjzS_yDb2CwUVkfv5e34nyJ4gJ5IWUrX3yACIFQS1l1tAiEcuxGCNJ9ZZ4jWqptGufMiX84LyH95GmMNlQgpVnVTvbDba14HXCBCw3dS8PqLdXAQ&refId=nTPTVBVox4bfU00S331bHQ%3D%3D&trackingId=aqMyJFsvUN8ZmOQ64ymkAA%3D%3D&trk=flagship3_search_srp_jobs
Senior iOS Developer – IPTV / Streaming App,Connect Vision International,European Union (Remote),$150/hr - $150/hr,5,2,"Swift | SwiftUI | Combine | MVVM-C architecture | Structured concurrency (async/await, actors, Task) | SwiftData & SQLite | iOS/tvOS development | IPTV/streaming app experience | M3U/Xtream/EPG understanding",Do not apply - this is a complete skills mismatch that will waste everyone's time and potentially damage your professional reputation.,https://www.linkedin.com/jobs/view/4389741937/?eBP=CwEAAAGdIPjXoGDwOZoUrQ95kfXDxyOgfK9VUI9An_f2RoODFU_0HgPtP1VPOPxx4Q1TW2RCjayj-OiBgLrEL2vKUQrbE3P3dPlRlbu1TkOY27b_fcJ2_LZY_Db1B0H8RXPQzUBOK3WR4TanDj2_zNCHJo4t0VJsGDQXZJHSy589z8zX3XafHWRVZhbME5EPhqGsgXfjZ7KBqjozwQCg5OybBlyhVIkDIHpHu2w3lCnGv0SK83olka8QhX68Rkk5PX6IZIwDE91sAzl0YcJ7w87g3WuK54LZJVI8bmzx5I0ZCN3DyReT7PTulzXBNLOyO6s3mUKQOvZwN2iIkix4gYNOEXaoxLYKVZYgC2jvam1u438RfHk6UOO1c6npSfU3pZ2PwHpu_gbtb5SCI6e_BeAgVxwewGcnhtTPkHrTXr48HVmQEPN0so35fDYQkUGilQGA_at5pcyH5PhXBeRFVyAnhr21acQ1FcBe4l1-VbVYllSY9CAAhEu2ywf8v9koH_ykoxwOUsmWC7NdrHYv1yvFE_lImy4bC07iAC0Z&refId=%2BjgZrYTGiZfv9IoHU8MmTQ%3D%3D&trackingId=m5dXKgzNbRKBN3BTN1l8hQ%3D%3D&trk=flagship3_search_srp_jobs
Senior HTML/Markup Developer - Relocation to Spain Required,BrainRocket,European Union (Remote),$50/hr - $150/hr,5,1,5+ years HTML/CSS experience | UI/UX design | Cross-browser layout | CSS/JS animation | Sass/Less | Figma/Sketch/Photoshop | Web performance optimization | Frontend build tools,Do not apply - this is a complete career field mismatch between ML engineering and frontend development with zero transferable technical skills.,https://www.linkedin.com/jobs/view/4387061940/?eBP=CwEAAAGdIiBtN5UDdZJF3j3TmOg3ytRa1AlYd5tkIxung-kdfCY7MHfJjtQCZXCU0qsmOz1lapK8PCzvmiYxJN0de4WejNKrV2wtLjrboDmm1OV0s_qe5xQiY6sLeJWrzlNxB_7ZXxA3DmQkYb1XWGnF5Lplc6z255DQJRKVb5ZlHwUIH21DaiTaKBRZvTZcZiZ4ER66drGOjqvvDIf_xHO_xpFjmQxB31iN4Ic_K5iq6mvXJELDNDRQhjiY28KNaNOCG-BEjZsTabElGLP3osGkNi9NMfJFu_FYhmRh3RxJHwr0G5SIHsnhynPkfTCfYeya5TjerjpsB2cBTXYKG6kWpr7d8yarluLqdHl_Oxi8jnrAdZq6FQ8MxCkg-qPdVbI_mtZw-OBBwEvJU4Nk-SqXgd8BkDIg6zM_eNA4JPXkJDIM3CYR-vPtCBRRDgMj2sAoMoX-fgE1bXu1lA_BFk1s71xWKvCvsGDq6iI7rvSIDDlgQ1bZIU9WZ8mi8BsE0akRVtyYQnGTJqewgHceoEDUCGpLF1wP324O2w&refId=Wd5WC19q5n3CcXw704PjwA%3D%3D&trackingId=1ku4rGi1bIQfYFW6fmfDyw%3D%3D&trk=flagship3_search_srp_jobs
Senior Mobile Engineer,trg.recruitment,European Economic Area (Remote),$80/hr - $110/hr,5,2,Flutter | React Native | Cross-platform mobile development | Mobile app architecture | Consumer-scale mobile applications | Mobile UI/UX | App store deployment | Mobile performance optimization,Do not apply - this is a complete skill mismatch where a research ML engineer is applying for a senior mobile development role requiring entirely different technical expertise.,https://www.linkedin.com/jobs/view/4385021041/?eBP=CwEAAAGdIiBtN_hQ5Qjczged3IIQYC5Dd7m9Thdx4TpMr6w8QDKJx2G-sBmsocRzeqwjUMVELG3TfTKBtqzyEuptylCfDVGeqs76vmMHMEWwdMytgtdB513XtMyxl3VJ7GmNGNAkkfQyFGUoE8Tc15fYR-1uuRXmqaz-Ks9YqMvNZTb6FpfZBUwtvh_Iih8sA-Fag16LthZ-f8x_t3et4Znx66kJCIcKjXSXafPGuF6C7ORc6-58WxbmL8Z9Zp5uZbwn9DewDlRm7CiwS7rxQ1Uf2_e_EO2mEcl179Kj7GPRp0ZflUYJG8EAO0PuadeJ_ZFQaGbqlTPzeeTXf79m6dYt4r_25kPd9OLIDBD6yN4vdl6cXXgzRew1iy8QY9wjRWCi5t-Ghajgz-Dvg9ZGp9FrIQMxBuRdTiJ7RmdEFvdl3_pTN9Eef2570TXF8KxS67Oh_gtO83GQmwzigvT39BIyUMUxK99jWIQOxDj9gi-0vyK2W_4k6XI5SmCnh9yZ5yTGqQkeFzvM0AkOkjRnwnoK051hoAcJvi2mdHDWnnc&refId=Wd5WC19q5n3CcXw704PjwA%3D%3D&trackingId=Fzg%2B%2BQ2rrW8b%2FgIEqz82mw%3D%3D&trk=flagship3_search_srp_jobs
"Senior Frontend Engineer, React.js",Deel,EMEA (Remote),,5,0,TypeScript | React.js | HTML | CSS | Node.js | JavaScript | Frontend development experience | State management tools | 8+ years software engineering | SaaS product experience,Do not apply - this is a complete skill mismatch requiring years of frontend development experience the candidate doesn't have.,https://www.linkedin.com/jobs/view/4389307993/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=IPHw86m6w5OmmoxyxbwCUg%3D%3D&trackingId=0pkwnLrO%2BHb34h5qXRJBvw%3D%3D&trk=flagship3_search_srp_jobs
Senior PHP Developer,Propel,European Union (Remote),,5,0,PHP | Symfony | MySQL/PostgreSQL | Redis | RabbitMQ | ELK stack | Doctrine ORM | Vue.js | JavaScript | HTML/CSS | Russian language | Web service development | High-load systems experience,Do not apply - this is a complete skill mismatch requiring years of retraining in web development technologies.,https://www.linkedin.com/jobs/view/4389484669/?eBP=CwEAAAGdIiIW5o77d8mZqoIyrP0lBXXr9oFogqo2mDY8n5L_mAOhZwzxKDbjgn_vfon6fnIDQJ85vhhX2O0tznvMciYH33OGBk2xUT0GWNMTpjkypQUBnIuxTki9aLY7Qr6n9_qIAMOVy07VIKnavx9Nwi9Dxwg9dfTPd9PVkw2LcVHWgTNz0J8ybP5iasU9VJa1kS_k1U7LoaHQshmsLNZwYfh995lid7ZdWe9USb74UgGYWg6WXD6d_kx9vbr9vXPlFoh4-SrJ_TGPchTRx0DL7W5jXDX-jAJxp-pJQ3ow5n7zQCANvDJ5x4jODPDcGPGLEeCpkA_K-QQ2dR_sRAIlpjohfceQQqVaqpJv7v9O24l4bEi6an3uqk1A5HtyQobUqCawhNCEXxj9FkLj4AGVBsF59IvKWbAble-i5nMA7c9EB1Du7hp0zX5Il2zlM3n6Yi13v_-2nIWTQy0_Pwlg4mde4T4ZeCcT1L00jQfQZZwOJUAzFQ_R4yGvHw&refId=3pr621P44q712XlzSV1QjA%3D%3D&trackingId=hUxB3ZLUfbcnp8qgw2Qy6w%3D%3D&trk=flagship3_search_srp_jobs
Doctors and Medical Experts required for AI research Projects (open/rolling applications),Mentis AI,EMEA (Remote),€200/hr - €250/hr,5,0,Medical degree | GMC license | Clinical experience | Healthcare domain knowledge | Clinical terminology understanding | Medical workflow expertise,"Do not apply - this role requires a medical degree and clinical experience, which the candidate completely lacks despite strong ML credentials.",https://www.linkedin.com/jobs/view/4383914248/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=v%2FR1zKbAsJbyPjNQY7WNSg%3D%3D&trackingId=c1OlxXqxmMCEt5mktSzcpg%3D%3D&trk=flagship3_search_srp_jobs
Senior Experts Partner,Jobs Ai,"Vienna, Austria (Hybrid)",,5,0,Fluent German | Austrian labour law expertise | HR experience | Business partnering experience | Collective bargaining negotiation | Employee relations | Stakeholder management in HR context | Law/business/HRM degree,"Do not apply - this is a senior HR role requiring fluent German and Austrian labour law expertise, while you're an ML engineer with A1 German and no HR experience.",https://www.linkedin.com/jobs/view/4388771912/?eBP=CwEAAAGdIiNFjAtEFJQDocC7NNZU-X4AbqQRklnbDIaltcwGDINU7aqgDwS8lp6SeqJswXsEOhjvz-GRDH_kF30TKjWt2ufxUTe-oLcCDQCEMF6T3ZQqku0rmnYa8AAIFV5-X5PPSXj3XtVh_CdYsDhCXWLtk3DOwZxU3WETjH77tPbz7VHVb1RVGq-1bgWqUcYLidmqcGtMjtUh21SpYTW3EL_GtfRO2S1njnWthoLDLTWUyBmYrQWern3JwjYViC2yjuNbaLrCD865bazF6V8vX7nIbhs_-jQknHscEdRGYEQkrL0AA02-oEBycmWtDuv8T-6wfRKafEt4qQjr8D7eutSQgL-K9-ljUZnebq3tOV69vjarcYsvir3Qt0zrCvT6q8xHT2MmXeIdyru36JFgX_3nOX7yrDi0ZwxNTBEvUK5lvfhjAY6UsLqAJ-bm3UoW6YTE5mJRax8jUKVxjWH-tuZU6DXoe-J2Oz5lLy5-3-HTCmdMJW_SFjkAhmVyYC8Bjf9WqNPcrRxFypzLAGkfwVznrLK8xL4b1mY6cIEVIBBk&refId=5KtyKCQGJD4mrmG%2BLGZNkg%3D%3D&trackingId=xjvWMy1dpZ2x%2BV0fXuFW1w%3D%3D&trk=flagship3_search_srp_jobs
Chief Technology Officer,Guangdong University of Technology,EMEA (Remote),"💰 Annual Salary: $40,000 – $250,000+ (negotiable)",5,2,PhD in Materials Science/Chemical Engineering | Materials science research background | Polymer/functional/energy materials expertise | Catalysis and reaction engineering | Green chemistry knowledge | Biomedical/electronic materials experience,Do not apply - this is a complete field mismatch between computational neuroscience/ML and materials science research.,https://www.linkedin.com/jobs/view/4387835368/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=SQUQtFMvRBCrUZBRojyRhw%3D%3D&trackingId=1dZrZQE4ebLu9zS%2FcQDQQA%3D%3D&trk=flagship3_search_srp_jobs
Design and Projects Leader,EY,"Vienna, Vienna, Austria (On-site)",,5,2,5+ years senior management in Design & Construction | Office fit-out project experience | Real estate project management | Construction procurement | Stakeholder management at C-level | Budget and cost management for construction | Health & Safety compliance | Master Services Agreement management | Built environment expertise,"Absolutely should not apply - this is a senior construction project management role requiring 5+ years of real estate experience, while the candidate is an ML research engineer with zero relevant background.",https://www.linkedin.com/jobs/view/4368224588/?eBP=CwEAAAGdIiQ2CWNPF7bdNwnTfMoBvrDCLDXeH-tlAQiadq7LgTRVTAv4WRPW-AUvWQWpK6jleCaynpnduj1Eb02przVFNHhLfRG4Q1CsSiDnaDObPtd8nbLN9yAUOMtuNDENyWMbAv_K6_xboCr_EEwJVDPlTHP97htL_3Ca8vOeSmrK5QG8xalYv4yjGZuQE7hmpBfBMBaorQ1ZRhT9xkrHnMppzN6_RayqR64m1LTNxm2qwxVqpF9H5xcMYCyN2pmcy65av8dY4by2tmTK6ZE_Ji8Uz_96SQE8K4Dgu2pZx8wz7DkirqddMHuNP6xUrYrCpoynS9avCn-MppZ8XowmE7wXHRJ-F60sNjTK1byLEBhwHA-cgbIvxIs41zU7via3MCOYdGGPxQjpJD0yND_p3RsHE1mi_uNOSpSeBZqhHGCzydDQ7sJGPL_nEoUzEwC9e2TlFPVyglwPpNxbbbRb8V0vJYBpKOprHwKP9FCVS8J6-dlVObaEhKJ8tchb8tHDbmZil07IwdcYFqpLjLI7SGMOOAbka3v1Vjiw_jE4BA-9&refId=ml%2FcUSoVvfJqr8XQllTeaQ%3D%3D&trackingId=ldxO8dzTC88oL0FchzQpPA%3D%3D&trk=flagship3_search_srp_jobs
Head of Growth,Prosana,European Economic Area (Remote),,5,2,6+ years growth marketing experience | DTC eCommerce scaling | Meta/Google Ads expertise | CRO and funnel optimization | Performance marketing strategy | CAC/LTV/ROAS optimization | Paid media buying | US market experience | Team leadership in growth | Revenue scaling from €10M to €50M+,Do not apply - this is a complete career field mismatch requiring years of growth marketing experience the candidate lacks entirely.,https://www.linkedin.com/jobs/view/4388955578/?eBP=CwEAAAGdIiSUGh8er307SJUUr9iWybJVz37FnbGQJsSLd8gkVGRJak7B_3XGnnrkmWgFp2t9J8sBFy46Nx27N9jOpnBaNYKRkx3kf3CWFQBDoqRgH42mQxT25DTi57l0ZOd4qt_exmaOojdPUlMBggjiFt04aWuquefjc-8lapskRF4vAhIASg5b26sDX__6PBgOMh3wzNzc3NR5QNna7t0kzGius_sVYy8yDvRrlSyRrS9PKc-b4LS077_OsQnih6BxTa-_otnEBKnmjTLj_Ho08z4mWYDCwAmvHh6U9Ypeqo4ceb0833ccptCLu1GPGLn9lWwt5U8r02T-P-PdtMSlPVFrT9Lm3NFqjX0l0VnO1DOQ28zcm-dGZE2KNHfL3ZCfFvyLshO2SiwDlfty5bEACTe4ofPjyT7genE-V56j0yehtdM_bDHHdtBof4kPYEF4VIThkNNqtse8ZuP8DGEN1NoQYkfauCG6UhUT3CnEG5_kq3hnCM72Y7KUnlfbufEdr-W2vJSxY43RU9sUTGgIjZJzqhC6CAlA3PYF2WUXC4EI&refId=s3VeRXV8sLW3A6SLW4a21w%3D%3D&trackingId=iad033sKvcb7ZyMh5p4zmQ%3D%3D&trk=flagship3_search_srp_jobs
Chief of Staff (m/w/d),ATP architects engineers,"Vienna, Vienna, Austria (On-site)",,5,0,Strategy/Corporate Development experience | MBA or business qualification | German fluency | Architecture/Engineering/BWL degree | Business consulting experience | Strategic presentation development | Board-level reporting | Market intelligence analysis | Transformation project leadership,Do not apply - this is a senior business strategy role requiring extensive corporate development experience that the candidate completely lacks.,https://www.linkedin.com/jobs/view/4389574604/?eBP=BUDGET_EXHAUSTED_JOB&refId=s3VeRXV8sLW3A6SLW4a21w%3D%3D&trackingId=rlZ4JtMz1cUlNFQ9kHbFoQ%3D%3D&trk=flagship3_search_srp_jobs
Database Programmer,Planet Pharma,European Union (Remote),,5,2,Merative Zelta EDC | Clinical data management | CRF implementation | Clinical trials experience | GCP knowledge | 21 CFR Part 11 | Database programming in clinical context,Do not apply - this is a specialized clinical database role requiring domain expertise you lack entirely.,https://www.linkedin.com/jobs/view/4386888774/?eBP=CwEAAAGdIiT8P2uHXVRMnZ5VpqAp2w211TkI7AtMi8cXt3eV275JbMsjpoXszH1b1_vlyFBClx1nQyZSZbB4tS3EBCSqtk4Vn6EBzeEZXv45kWcyyUXVfIrTNVbOr--UQRRJBdTvQcoWLlEU10imU3NVYynDaE4otetWXY2HIAWVifVY90VwqrPSt5g5zr8poBOTBnJtZDy-vQgSaYI7okf9mVGBBbNNXZX833AdHoDFJtmO2PlJNSLJtU-BLal5N_iAqSDm2Yc9lO_cC0N_3zAzcHtnxWR_OUoF0E5BWOj8iYKM7GQ8ppMX3yxSIGmD-TiUuU_4rnQlk0gm1RDNsn6c5HWMXfZqYOiC2xRkUhJ916_KkqjFumWUYVxQKt7Zv1PpqFtNb8fGgdXAQGR4Br1tz1TA0_D42zaPWPk6yWcMBpD6-eAwyKVmRYGk4GRlWRMY5Bi2hn5FxATObU8mUHWpFwLNAdGOqr7sCE3uS34QFYS-7GbjD7uwt0cZCUSb_iIPYDqiFEWS1pM4IRkIYIxe0dylR_rWrds-J4Iw&refId=3EVLtixERRHS6UhsDWc5bA%3D%3D&trackingId=FJ9Lc3sYBREcaEhxqATOwA%3D%3D&trk=flagship3_search_srp_jobs
"Data Center Facilities Technician, Mechanical",Google,"Vienna, Vienna, Austria (On-site)",,5,0,HVAC/Mechanical systems experience | Data center facilities knowledge | Physical maintenance skills | Blueprint/schematic reading | Hand tools proficiency | Safety equipment operation | Shift work availability | Material handling (50lbs) | Chillers/pumps/CRAC units knowledge,"Do not apply - this is a facilities maintenance role requiring mechanical/HVAC expertise, not an ML/software position.",https://www.linkedin.com/jobs/view/4365581282/?eBP=CwEAAAGdIiT8P4ED5bX15RhUScwJaaGkjjyouQss6v1AGUFHI693zCGXwArsMh9EsnsIYkLjamXDM5DrYsBjAjC9M_POXOidvSnD4O05wM-azRAT03DizOrrmE01DcsUxQR7shkNkpFf-6Y3Gfaew8CJHy-MNhtAX73g9Si_ES4UXlyj-mre0zV1FycGhf_9QJGYY5FiWpEOGcMHWb5W-c5S2u19_Dbp6Mo55_6weVium7BQ_BJjvhTjkPWpZDHDhbCTbIeBxrGeon0QPqT5Ry9JZFw7EF6qU9N_8SP4e5mlYO6GWYNlofzron2vsPqo8RtEfoU7T4dFgHk_aOPItGWFiINTBZK-qe8GSk4Ldwe214gJ43_JbvSnzKS57c-7G4zZa_SSh9IGLbIc7URpDXbeaUd6S24F3AiyrWLfneZvJ7XSuR165gkdeTxDYrrhdiQt_QmmF4bARhbwV2z-xluZFR-54JEJ3nrL2RIttA0mQheVhO8aWIc7wxWBCgcWecmxjnNl-B5nQRAOX9fqU0pQTt1af_sB__JvF5W6&refId=3EVLtixERRHS6UhsDWc5bA%3D%3D&trackingId=uVU7edqglJHZ3oYTyM4zBQ%3D%3D&trk=flagship3_search_srp_jobs
